5.8,-89.367,41.283,234
7,-87.833,39.3,270
8.4,-87.733,41.5,34
8.4,-88.283,39.783,270
3.3,-88.75,39.05,258
10,-88.317,41.183,112
9.2,-90,41.417,142
7.4,-87.667,40.783,257
3.335,-88.467,42.117,162
9.8,-89,41.333,234
7.876,-87.75,38.717,270
11,-89.467,40.05,229
7.9,-89.133,39.833,183
5.2,-90.8,40.433,172
10,-88.767,40.667,148
2.7,-89.267,41.983,260
4.3,-91.2,39.717,238
8.8,-90.767,39.6,238
4.4,-89.667,38.1,213
8.4,-89.95,39.733,98
7.456,-87.75,38.6,170
4.7,-89.917,42.083,193
7.9,-84.867,40.75,67
3.6,-85.983,41.733,286
10.2,-85.85,38.283,164
15,-86.483,39.767,277
4.8,-85.317,39.8,27
8,-86.533,39.167,244
5.7,-87.067,41.6,46
4.4,-84.967,41.733,286
12,-87.45,39.8,266
7.5,-85.767,40.733,202
3.7,-86.75,40.833,235
6.8,-83.4,44.667,251
5.388,-86.233,42.45,9
2.1,-83.667,44.117,108
5.9,-88.517,46.5,120
4.5,-88.25,46.75,93
2.068,-85.133,42.45,245
2.9,-83.9,43.517,3
1.903,-86.333,41.95,286
4.4,-84.467,45.633,94
1,-84.583,45.367,94
3.7,-84.817,44.067,276
4,-84.683,44.733,251
2.8,-87.117,46,29
3.4,-90,46.5,110
2.975,-84.583,42.033,245
6.6,-88.55,47.133,134
7.4,-84.033,41.967,129
6.1,-84,42.417,89
1.3,-84.65,46.05,1
2.8,-84,46,37
4.6,-87.667,46.5,93
4.2,-87.5,45.667,113
1.697,-85.2,43.183,241
3.6,-85.067,43.283,96
5,-83.583,42.633,89
4.7,-89.25,46.5,177
1.287,-86.167,43.067,241
2.2,-83.7,45.3,32
10,-83.05,42.4,39
4.8,-82.6,42.867,154
6.007,-85.45,41.917,286
2.6,-93,47,280
1.733,-93.117,45.2,123
9.643,-93.967,45.75,135
4.6,-94.7,43.95,79
2,-93.833,46.417,215
2.2,-94.75,46.5,237
10.37,-95.75,45.117,253
2.9,-92.917,45.4,274
10,-96.583,46.917,137
3.105,-90.3,47.933,203
2.8,-94.1,45.967,109
7.1,-92.067,43.583,210
3.556,-93.317,43.8,217
5.8,-91.3,43.767,210
4.591,-96.867,48.767,97
4.019,-94.2,47.917,246
1.966,-91.667,47.833,272
9.7,-96.067,43.883,218
6.403,-95.567,47.117,240
5.13,-94.733,43.65,169
23,-94.333,44.3,171
15,-94.75,44.75,163
10.98,-95.667,43.55,278
13,-96.75,47.417,140
2.703,-95.7,47.967,166
3.396,-92.733,46.083,252
7.3,-96.5,47.9,185
4.597,-93.267,44.45,191
0.8869,-95.333,48.783,150
1.119,-92.9,47.533,225
3.206,-92,47.017,33
3.8,-95,45.067,163
4.232,-93.233,44.05,191
2.4,-94.933,45.7,115
1.43,-96.4,46,139
9.8,-82.133,39.283,156
13,-83.917,40.5,271
10,-81.7,41.3,60
22,-83.583,39.583,141
18,-83.117,40.117,282
7.5,-83.883,41.6,125
7.3,-81.25,40.05,72
5.2,-84.05,41.183,125
27,-81.283,41.667,43
9.8,-84.483,39.733,175
9.9,-82.117,39.967,56
8,-82.85,39.283,261
9.1,-82.933,41.35,227
1.6,-89.783,43.667,283
2.8,-90.917,46.583,1
3.8,-91.683,45.267,231
8.8,-91.283,44.433,44
3.6,-91.25,44.933,247
1.4,-90.75,44.467,264
6.8,-89.117,43.25,61
10,-92,46.333,252
3.3,-91.683,45.183,231
2,-88.267,45.933,120
5.1,-88.5,43.817,26
9.6,-90.417,42.783,133
8.1,-89.75,42.833,228
4.7,-87.867,42.633,14
2.6,-89.617,44.567,283
2.5,-89.667,45.25,275
1.5,-87.967,45.333,147
1.6,-88.083,44.567,19
2.6,-89.333,45.7,262
2.8,-92.583,45.517,274
1.8,-89.45,44.283,283
2.856,-90.633,45.85,152
9.9,-88.883,42.55,279
7.2,-90.367,43.583,267
3.2,-89.25,46.067,262
