2.1,-85.094,46.504,7
6.7,-85.526,46.404,69
1.6,-85.578,46.289,69
3.2,-85.046,46.263,69
2.2,-85.324,46.564,69
2.6,-85.627,46.584,149
3.1,-85.537,46.617,149
2.1,-85.165,46.208,69
2.6,-87.292,46.246,91
2.5,-83.653,44.264,108
0.8,-83.923,44.281,108
2.2,-83.517,44.431,108
0.7,-83.421,44.507,251
1.3,-83.706,44.373,108
3.6,-84.505,44.054,184
3.4,-85.485,41.94,286
27.6,-85.404,41.908,286
24.4,-85.404,41.908,286
27.8,-85.406,41.908,286
11,-85.753,41.872,286
1.7,-85.719,41.841,286
11.2,-85.472,41.824,286
25.9,-85.307,41.838,286
19,-85.276,41.952,286
15.3,-85.079,41.801,286
20.2,-85.134,41.92,286
5.3,-84.876,41.927,286
5.8,-84.843,41.825,286
1.9,-84.781,41.798,124
2.5,-84.763,41.927,286
5.2,-83.764,44.304,108
5,-83.764,44.304,108
1.2,-85.256,44.264,276
1.1,-85.124,44.295,276
2.6,-84.421,44.102,184
5.4,-84.283,44.2,184
2.1,-84.473,44.228,184
1.4,-85.028,44.026,276
0.8,-84.986,44.189,276
6.8,-84.503,44.132,184
2.9,-84.774,44.133,276
1.1,-85.044,44.586,232
1.7,-85.242,44.425,232
1,-85.418,44.393,232
1.7,-84.903,44.467,276
1.2,-85.46,44.209,232
4,-82.731,43.417,154
6.1,-82.776,43.569,154
3.7,-82.524,43.152,24
9,-82.558,43.473,24
7.4,-82.542,43.416,24
8.3,-82.848,43.669,88
7.6,-82.722,43.164,154
2.8,-84.505,44.054,184
2.9,-84.505,44.054,184
2.3,-85.128,44.036,276
1,-85.484,44.047,232
4,-85.673,44.047,232
3.2,-82.733,43.032,154
1,-85.921,44.147,232
0.9,-85.966,44.383,232
0.7,-85.767,44.469,232
0.7,-85.578,44.628,211
8.7,-82.643,43.83,24
0.8,-85.578,44.628,211
1.1,-85.578,44.628,211
4.4,-83.058,43.7,77
0.8,-85.938,44.629,65
0.8,-85.838,44.687,65
2.7,-82.918,43.805,24
15.3,-82.884,43.894,24
1.2,-85.401,44.773,211
23.5,-85.211,44.755,211
1.4,-84.986,44.739,232
2.7,-85.109,44.641,232
1.5,-85.109,44.641,232
1.5,-85.109,44.641,232
5.4,-83.35,43.771,77
2.7,-83.245,43.758,77
4.6,-83.093,43.922,77
3.9,-84.214,42.405,220
8.7,-84.105,42.186,129
3.6,-84.054,42.099,129
5,-85.243,42.796,75
2.1,-85.212,42.648,75
2.7,-85.21,42.512,75
3.1,-85.336,42.337,245
3.6,-85.094,42.578,75
7.3,-85.052,42.635,75
2.2,-84.548,43.324,159
4.6,-84.702,43.422,117
15.6,-84.965,43.406,117
2,-85.055,43.038,241
2.5,-84.508,42.046,245
3.2,-84.525,42.138,245
6.2,-84.234,43.172,159
2,-85.243,42.894,241
2.5,-84.847,43.026,96
41.7,-84.951,42.035,286
10.6,-85.179,42.029,286
5,-84.762,42.382,220
4.2,-84.456,42.371,220
12.5,-84.71,42.089,245
8.2,-84.908,42.119,286
11.3,-84.842,42.202,245
1.9,-84.981,42.315,245
8,-83.691,43.193,173
3.5,-84.373,43.158,159
9.7,-84.467,43.038,96
3.2,-84.061,43.115,173
2.5,-84.23,43.389,159
1.5,-84.305,43.39,159
3.4,-84.449,43.557,117
3.7,-84.429,43.682,184
1.6,-85.205,43.599,276
0.9,-85.327,43.446,276
4.3,-83.817,43.031,173
5,-83.652,43.106,173
11,-83.431,43.055,173
4.9,-83.375,43.215,173
0.8,-84.792,45.612,94
2.5,-84.609,45.539,94
2.9,-84.579,45.364,94
3.9,-84.711,45.391,94
1.8,-84.809,45.45,94
2.5,-85.963,42.951,241
1.5,-85.631,42.998,241
4.9,-85.603,42.826,241
3.1,-85.565,42.843,241
1.4,-85.544,42.912,241
1.7,-85.543,42.567,245
7.3,-85.543,42.567,245
1.7,-85.438,42.442,245
2.1,-85.438,42.443,245
7.6,-85.235,42.246,245
1.3,-85.425,42.219,286
10,-85.578,42.013,286
4.3,-85.764,42.166,286
4.1,-86.087,41.899,286
3.3,-86.171,41.823,286
1.2,-85.84,41.815,286
1.6,-85.934,41.851,286
2,-85.898,42.131,286
14.2,-85.927,42.163,286
4.7,-85.957,42.391,9
1.1,-85.799,42.436,245
24.1,-85.707,42.366,245
1.7,-84.382,41.978,57
2.2,-84.42,41.878,57
2.7,-84.442,41.782,124
2.5,-84.476,41.743,124
3.2,-84.476,41.744,124
2.8,-84.476,41.744,124
1.2,-84.291,41.758,57
1.7,-84.058,41.731,129
4.5,-84.104,41.936,129
4.2,-83.811,41.958,129
4.9,-83.711,41.942,129
5.7,-83.534,41.891,13
3.3,-83.126,43.984,77
14.2,-82.978,43.458,88
4.3,-82.841,43.843,24
1.2,-86.181,44.044,256
0.9,-86.308,44.096,256
2,-86.331,44.163,256
1.1,-86.201,44.252,232
2.4,-86.138,44.315,232
1.5,-86.141,44.536,65
1.9,-86.089,44.617,65
1,-86.041,44.704,65
1.3,-85.873,44.925,65
2.9,-85.696,44.846,65
1.4,-85.272,44.889,211
1.2,-85.043,44.975,211
5,-85.056,45.065,211
2.5,-85.071,45.193,211
1.2,-85.157,45.06,211
1.6,-85.33,45.108,211
1.6,-85.33,45.108,211
1.2,-85.34,45.269,211
1.5,-85.087,45.289,211
14.3,-84.825,45.254,211
3.6,-84.899,45.175,211
2.1,-84.899,45.175,211
4.6,-84.884,45.101,211
2.3,-85.718,43.139,241
1.5,-85.611,43.245,241
2.3,-85.928,43.144,241
1.8,-86.048,43.216,256
2.2,-86.079,43.412,276
2.8,-86.079,43.445,256
1.2,-86.316,43.347,256
2.9,-86.259,43.814,256
2.7,-86.259,43.894,256
1,-86.121,43.971,256
1.5,-84.914,45.654,211
1.5,-83.548,41.794,13
2.3,-83.657,41.778,13
5.2,-83.941,41.826,129
1.8,-86.102,43.612,256
1.7,-86.225,43.759,256
3.3,-86.418,43.505,256
2.9,-86.308,43.665,256
1.7,-86.316,43.761,256
2.5,-85.304,43.52,276
1,-85.206,43.651,276
2.3,-85.282,43.806,276
3.1,-85.461,43.768,276
1.8,-85.483,43.633,276
3,-85.406,43.513,276
1.2,-85.712,43.416,276
2.5,-85.57,43.555,276
1.9,-85.721,43.636,256
3.2,-85.662,43.304,241
1.4,-85.89,43.326,276
1.5,-85.841,43.568,256
1.6,-85.753,43.59,256
2.6,-85.688,43.728,256
2.4,-85.944,42.977,241
3.4,-85.808,43.044,241
2.9,-86.146,43.085,241
2,-86.221,43.094,241
2,-86.165,42.892,4
2.6,-84.087,44.711,251
1.2,-83.478,45.254,32
2.2,-83.028,42.889,48
3,-82.893,42.962,154
5,-82.664,42.966,154
5.6,-82.484,42.986,154
3.9,-82.63,42.739,15
8.5,-82.584,42.681,15
2.8,-82.958,42.642,48
3.2,-82.902,42.674,48
11.9,-82.913,42.739,48
3.7,-83.098,42.745,48
4.1,-83.268,42.68,48
5.5,-83.058,43.343,88
6.7,-83.179,43.297,173
3.4,-83.176,43.235,173
2.2,-84.782,44.144,276
2.1,-83.724,43.537,77
2.4,-83.311,43.671,77
3.9,-83.178,43.7,77
1.6,-83.178,43.7,77
7.6,-83.232,43.561,88
2.2,-83.48,43.61,77
7.2,-83.476,43.394,88
3,-83.543,43.479,77
4.3,-83.894,43.303,159
4.2,-83.868,43.221,173
3.3,-84.656,44.396,276
4,-84.691,44.525,251
1.6,-84.73,44.236,276
4.6,-84.066,44.431,108
1.7,-84.124,44.643,251
1.8,-84.087,44.711,251
3.2,-84.087,44.711,251
0.8,-84.516,44.673,251
2.4,-84.451,44.558,251
1.1,-84.351,44.549,251
2.5,-84.469,44.438,251
3.3,-84.41,44.383,251
5.3,-84.694,44.706,251
5.3,-84.748,44.832,251
2.6,-84.608,44.875,251
2.8,-84.068,44.033,20
3.5,-84.126,44.208,108
1.8,-83.676,44.099,108
2.5,-83.83,45.37,32
2.2,-83.685,45.337,32
3.3,-83.677,43.307,88
1.4,-83.817,43.457,3
0.7,-83.967,43.801,20
3,-83.96,43.896,20
20.7,-83.494,42.672,89
4.6,-83.399,42.518,39
4.1,-83.306,42.53,39
6.5,-83.076,42.529,48
2.7,-83.264,42.339,39
2.9,-83.411,42.287,39
8.6,-83.331,42.248,39
2.9,-83.461,42.149,6
6.8,-83.51,42.036,6
8.2,-83.226,42.026,6
0.7,-83.527,44.741,161
1.1,-83.947,44.922,161
0.9,-84.371,44.841,251
3.5,-83.925,44.195,108
3.4,-86.255,42.156,286
27.6,-84.599,42.236,245
3.8,-85.115,42.247,245
7.3,-88.775,37.193,92
8.9,-88.756,37.282,92
10.7,-88.66,37.314,92
4,-89.027,37.5,92
6.3,-89.023,37.435,92
10.3,-89.153,37.269,10
4.6,-88.465,37.448,128
7,-88.5,37.357,128
8.5,-89.04,37.387,10
8.1,-89.071,37.267,10
7,-89.384,37.324,213
6.1,-89.215,37.31,10
1.2,-89.55,44.71,275
2.2,-89.284,46.543,177
2.1,-89.886,44.802,275
1.4,-89.119,45.528,285
3.1,-89.986,46.688,110
1.6,-89.561,46.097,152
0.9,-88.893,45.643,147
1.9,-89.758,45.911,262
4.2,-88.645,46.064,120
1.8,-88.484,46.87,93
15.6,-88.723,44.717,285
2.7,-89.217,46.875,134
5.2,-88.316,46.078,120
2.7,-89.57,44.928,275
2.1,-88.096,45.847,265
3.3,-88.399,45.202,116
17.4,-88.119,46.309,47
2.4,-89.222,44.852,285
1.4,-89.294,44.048,206
2.6,-89.994,46.359,110
2.9,-88.699,44.674,285
4.2,-89.695,46.806,110
2.4,-88.904,45.512,285
1.4,-89.304,45.674,262
2.1,-89.781,44.678,275
11.6,-88.116,45.125,147
1.4,-89.576,45.764,262
5.3,-88.445,44.927,116
4.5,-89.23,46.379,177
4.3,-89.133,45.987,262
1.2,-89.514,46.132,152
1.8,-89.094,46.951,134
5.3,-88.57,45.435,116
2,-88.62,45.197,116
2.7,-88.27,44.501,19
2.1,-88.809,46.978,134
5.2,-89.165,46.681,177
3.6,-89.986,46.688,110
3,-88.562,44.727,285
7.9,-88.697,45.981,120
2.8,-89.389,45.901,262
4.2,-88.097,45.47,265
0.9,-88.11,46.618,47
4.1,-88.425,46.725,93
3.4,-89.32,45.75,262
12,-88.13,46.539,47
2.1,-89.91,45.569,262
1.9,-89.321,46.806,177
2.1,-89.701,44.679,275
1.3,-89.213,44.261,285
4.6,-89.452,46.335,177
7.7,-89.406,45.55,262
5.3,-88.587,45.991,120
11,-88.692,46.225,120
5.7,-88.728,44.546,285
2.7,-88.258,46.858,1
1.6,-89.548,44.301,283
14.7,-88.259,46.146,47
11,-88.225,44.746,19
3,-89.87,46.154,152
20.5,-88.588,46.211,120
9.1,-88.676,45.544,147
3.2,-88.439,45.532,147
3.8,-88.058,45.158,147
4.2,-88.836,45.37,285
5.3,-88.518,46.399,120
3.1,-88.445,46.759,93
1.3,-88.956,45.122,285
2,-89.855,45.811,262
2.2,-88.787,46.801,45
2.1,-89.625,44.467,283
2.1,-89.926,44.991,275
2.5,-89.25,46.275,177
1.1,-88.682,45.278,116
4.2,-88.631,44.649,285
3.6,-88.079,46.214,47
3.7,-89.058,46.23,177
1.2,-89.551,44.728,275
2.4,-89.507,46.172,177
1.6,-89.072,45.751,262
4.9,-88.006,46.896,93
8.5,-88.943,44.686,285
2.9,-88.589,45.625,147
3.7,-89.651,46.678,110
3.3,-89.373,46.853,110
6.2,-89.406,45.55,262
0.6,-89.984,45.698,262
1.6,-88.049,44.41,16
3.8,-89.068,46.482,177
4.2,-88.57,45.717,265
3.3,-88.489,46.573,45
2.3,-88.93,44.438,285
2.7,-88.487,45.374,116
5,-89.35,45.585,262
3.3,-88.89,45.334,285
5,-88.893,46.019,120
5.6,-89.869,46.448,110
3.1,-88.181,44.681,19
1.5,-88.799,45.14,285
5.8,-88.943,44.686,285
2.5,-88.982,46.789,134
2.6,-88.47,44.532,285
3.7,-89.767,46.448,110
3.3,-88.18,46.839,93
12.2,-88.702,46.371,45
6.1,-89.576,45.764,262
4.9,-89.375,45.723,262
5,-88.09,45.912,265
1.2,-88.863,45.636,147
3.5,-88.022,46.042,265
14,-88.42,45.836,265
5.7,-89.306,46.071,262
2.5,-88.934,44.716,285
2.4,-88.762,46.674,45
4.1,-88.301,46.567,45
1.5,-88.013,45.292,147
1.8,-88.243,45.004,116
3.2,-89.976,46.132,152
3.5,-89.407,46.539,177
3.1,-89.101,46.296,177
3.1,-88.886,46.539,177
3.3,-89.375,44.566,285
2,-89.716,46.154,152
2.2,-89.577,46.149,152
22.1,-88.294,46.575,45
2.6,-89.459,46.654,177
3.7,-89.673,44.851,275
14,-88.51,46.44,120
2.7,-88.17,44.558,19
4.2,-89.062,46.695,177
3.4,-88.331,45.315,147
8.9,-88.368,45.578,265
5.5,-89.642,46.298,110
6.5,-88.406,46.307,120
8.4,-88.299,45.987,120
3.3,-91.186,44.433,44
3.8,-95.85,45.976,84
6.8,-95.547,45.723,253
8.7,-91.206,44.59,178
4,-87.592,45.566,265
0.8,-90.487,44.27,264
3.8,-91.897,44.199,178
7.3,-95.871,45.628,84
0.9,-87.818,45.736,265
3.3,-95.031,45.838,115
6.8,-94.865,45.095,163
2,-90.271,44.174,283
3,-86.442,46.528,149
2.2,-91.583,44.731,247
8.6,-95.421,44.287,165
5.8,-95.864,44.485,49
3.2,-90.901,44.53,264
5.6,-95.235,44.831,248
2.6,-91.071,44.646,80
1,-91.094,44.221,264
1.7,-89.946,45.333,275
1.4,-87.879,45.929,265
5.7,-91.283,44.724,80
15.9,-94.347,45.427,115
2.6,-96.434,48.109,185
3,-95.585,45.56,253
2.4,-86.335,45.906,23
7.3,-89.596,44.213,283
2.2,-87.652,45.233,265
3.8,-90.698,44.898,80
5.5,-95.053,45.271,253
3.6,-96.789,48.771,97
8.3,-95.48,45.122,253
3.6,-88.831,44.862,285
8.2,-94.755,45.675,115
8.1,-95.084,45.532,188
2.8,-87.065,46.449,149
3.9,-86.555,45.904,23
3.7,-94.62,44.394,171
2.6,-87.668,46.256,91
25.9,-94.526,45.318,115
5.9,-89.23,45.14,275
0.8,-87.401,45.799,113
11.6,-94.063,44.623,224
3.1,-89.588,45.064,275
4.9,-91.305,44.092,264
1.1,-91.641,44.934,247
7.1,-94.916,44.81,248
2.6,-87.267,46.419,149
11.5,-95.342,44.186,165
6.5,-94.441,45.433,115
3,-86.288,46.164,190
4.5,-91.81,44.467,178
1.8,-87.47,46.121,91
2.6,-86.061,46.491,190
3.7,-91.836,44.681,247
3,-91.689,44.044,178
5.2,-94.963,45.992,85
7.1,-95.046,45.701,115
5.8,-94.952,44.34,165
4,-87.814,46.422,91
0.6,-90.726,44.334,264
7,-94.642,44.5,171
1.5,-90.979,44.109,264
1.9,-89.778,44.564,283
4.4,-95.431,45.657,253
5.4,-91.131,44.304,44
1.5,-89.504,45.316,275
3.1,-86.75,46.039,23
3.7,-87.854,45.661,265
3,-94.661,45.902,215
1.2,-87.502,45.675,113
4.2,-87.843,45.455,265
3.8,-94.593,45.437,115
8.4,-94.871,44.544,171
3,-91.672,44.666,247
11.9,-94.921,44.949,163
8.6,-95.143,45.071,248
6.1,-87.679,46.563,93
1.3,-86.385,46.024,190
2.4,-91.548,44.765,247
8.1,-95.675,44.384,165
2.3,-90.859,44.451,264
7.3,-95.2,45.722,115
7.6,-94.119,45.131,188
1.7,-86.073,46.423,190
4,-95.282,45.397,253
3.4,-94.133,45.394,135
7.5,-95.223,44.354,165
2.4,-88.695,45.831,265
1.8,-86.661,45.701,23
2.9,-90.19,44.38,264
2.4,-86.709,45.945,23
8.3,-89.616,45.614,262
10.1,-94.079,44.967,163
14.3,-95.877,45.224,253
4.7,-87.754,45.921,265
8,-90.527,44.014,283
8.5,-86.263,46.609,149
13.9,-95.911,45.358,84
27.6,-94.215,45.456,135
12.5,-95.087,44.118,165
6.9,-88.6,44.039,206
7.2,-86.446,46.25,190
5.9,-88.833,46.067,120
11,-94.96,45.086,163
6,-95.693,45.295,253
15.4,-94.42,44.901,163
9.4,-94.598,44.27,165
8.7,-87.18,46.011,29
7.1,-94.273,45.12,188
4.4,-91.984,44.944,231
7.9,-94.326,45.196,188
11,-91.388,44.362,44
5.8,-88.695,45.831,265
8,-96.737,48.226,99
5.6,-96.439,48.181,99
10.8,-86.411,46.347,190
12.6,-95.182,45.932,115
16.2,-95.33,44.459,49
6.8,-89.976,44.409,283
6.4,-95.665,44.907,248
7.2,-87.7,46.641,93
2.1,-90.439,44.4,264
4.8,-87.994,45.29,147
9.4,-89.443,44.028,206
1.7,-90.706,44.647,264
5.7,-90.101,44.866,275
8.8,-94.654,44.961,163
5.5,-91.386,44.562,178
4.5,-90.091,44.074,283
2.6,-94.179,44.848,163
9.2,-91.123,44.869,247
5.4,-90.466,44.77,264
9.9,-88.3,44.58,285
5.6,-91.821,44.103,178
2.2,-95.349,45.488,253
8.3,-95.652,45.21,253
10.3,-94.503,44.066,79
12.1,-95.648,45.034,253
4.6,-91.526,44.128,44
5,-90.64,44.956,264
6.7,-94.678,45.233,188
2.5,-89.492,44.943,275
6.9,-87.904,46.022,265
17.3,-95.395,44.485,49
7.8,-95.974,45.784,71
8.3,-89.836,44.206,283
5.8,-96.434,48.109,185
1.7,-87.58,45.306,265
7.5,-89.225,44.655,285
4.1,-96.71,48.101,99
6.4,-88.453,44.386,285
5.1,-86.928,46.139,29
11.8,-94.823,45.498,115
13.5,-96.155,48.049,185
8.4,-87.419,46.508,93
13.4,-94.728,45.795,115
3.9,-90.626,44.676,264
3.5,-91.682,44.299,178
5.9,-94.947,44.449,171
4.7,-89.639,45.159,275
5.9,-95.735,45.804,253
3.7,-90.186,44.739,275
4.3,-94.477,45.753,109
2.8,-90.295,44.823,275
2.8,-86.75,46.039,23
13.1,-95.421,44.095,165
2.9,-86.712,46.431,149
8,-95.702,45.674,253
4.2,-94.288,44.137,171
2.9,-94.539,44.759,163
1.9,-89.616,44.092,283
3.2,-94.06,44.132,198
3.5,-87.507,46.163,91
7,-94.291,44.419,224
4.7,-95.147,44.644,248
1,-86.006,46.199,190
9,-94.857,44.978,163
2,-89.554,44.276,283
5.2,-94.653,45.667,115
1,-95.3,45.65,253
1.9,-87.391,45.375,113
2.5,-88.461,44.259,16
2.2,-90.882,44.832,80
1.1,-89.831,45.184,275
0.6,-90.281,44.07,283
4.1,-94.66,45.267,188
38.7,-89.561,45.463,262
13.2,-95.477,44.917,248
4.8,-94.114,45.932,109
5.4,-95.836,44.833,248
2.9,-91.176,44.223,264
2.3,-89.241,44.91,285
1.8,-86.974,46.219,29
20.2,-95.335,45.372,253
5.3,-89.791,45.047,275
4.1,-88.076,45.667,265
4.4,-87.253,45.886,113
2.6,-94.284,44.241,171
2.4,-88.209,44.009,207
2.9,-90.433,44.593,264
3.4,-88.77,44.215,285
11.5,-94.725,44.223,165
1.9,-90.343,44.488,264
3.6,-95.818,44.959,248
4,-87.953,45.142,147
1.5,-86.644,46.386,149
1.3,-90.135,44.164,283
3.4,-91.897,44.199,178
2.2,-88.222,44.879,116
2.9,-87.256,45.599,113
7.6,-95.574,44.508,49
1.9,-87.469,45.276,113
12.9,-95.8,44.283,165
2.9,-89.047,44.059,285
3,-86.825,46.388,149
1,-87.228,45.832,113
2.4,-94.372,44.761,163
9,-95.974,45.446,84
1.6,-91.606,44.46,178
6.2,-95.175,44.186,165
6.1,-95.836,44.833,248
4.2,-87.561,46.41,91
2.1,-87.72,45.802,265
2.2,-90.619,44.411,264
3.7,-95.902,45.004,136
5.8,-95.376,45.262,253
2.1,-89.577,45.418,275
1.6,-90.084,44.481,283
5.6,-94.019,44.406,224
1.9,-88.224,44.086,207
5.1,-94.36,44.55,224
4.1,-91.925,44.362,178
2.2,-89.532,45.265,275
4.5,-88.265,44.95,116
3.7,-88.3,44.58,285
4.7,-94.539,44.759,163
2.6,-96.756,48.177,99
2.6,-90.898,44.286,264
5.4,-95.382,44.7,248
2.7,-87.854,45.661,265
2,-94.711,45.939,215
4.5,-91.621,44.189,44
1.2,-86.546,45.772,23
2.6,-88.785,44.018,206
6.6,-94.688,44.818,163
2.9,-87.426,45.87,113
6.4,-94.612,44.687,224
8.1,-95.619,45.921,253
9.4,-94.427,45.698,109
11.4,-87.625,46.726,93
4.4,-94.387,45.985,215
3,-87.953,45.142,147
1.3,-86.405,45.802,23
10.1,-94.011,44.562,224
2.6,-90.42,44.902,264
7.9,-94.137,45.259,135
1,-86.95,46.357,149
2.8,-88.257,44.342,16
3.6,-90.786,44.179,264
2.2,-94.36,45.813,109
2.1,-95.053,45.271,253
1.4,-87.628,45.699,265
4.7,-86.478,46.078,190
2.6,-96.862,48.943,97
12.5,-87.841,46.814,93
18.9,-94.886,44.326,165
19,-95.951,44.686,248
16.5,-95.602,44.175,165
8.1,-89.834,44.082,283
21.3,-95.89,44.072,157
17.5,-87.851,45.264,147
23.2,-90.072,44.713,275
12.1,-90.562,44.518,264
19.6,-94.81,45.398,188
22.6,-94.782,44.094,79
18.1,-87.433,46.584,93
10.2,-95.133,44.006,79
10.1,-95.204,45.143,248
36.8,-89.064,44.155,285
22.9,-87.791,46.637,93
28.3,-87.911,46.526,91
17.2,-95.463,44.804,248
13,-89.122,44.365,285
14.9,-86.853,45.731,23
15.8,-91.408,44.966,247
10,-87.144,46.44,149
17,-94.642,44.5,171
13.6,-94.957,44.643,171
7.8,-95.591,44.002,157
6.4,-94.819,44.614,171
7.3,-95.992,44.288,49
7.8,-95.16,44.957,248
0.9,-86.008,46.589,149
5.8,-90.865,44.06,264
47,-95.459,45.903,85
7.8,-88.871,44.424,285
2.4,-86.13,45.987,25
2.4,-86.055,46.077,190
6.8,-86.992,45.94,29
8.6,-94.396,44.653,224
9.4,-94.027,45.596,135
85,-94.956,45.407,188
9.2,-89.423,45.096,275
4.3,-87.79,46.235,91
8.6,-89.082,44.91,285
6.1,-94.152,45.762,109
4.7,-89.052,44.399,285
13.7,-94.03,44.233,171
3.1,-91.5,44.243,44
2.4,-90.929,44.86,80
2.5,-87.437,45.53,113
3.2,-89.162,44.56,285
11.1,-95.068,44.211,165
9.2,-95.295,45.505,253
6.9,-95.632,44.687,248
5.2,-86.694,46.271,190
7,-87.101,45.81,91
6.8,-91.875,44.819,231
3.8,-87.774,45.086,147
7.1,-87.549,46.31,91
13.2,-94.543,45.129,188
10.3,-87.775,46.096,113
5.5,-88.057,44.722,19
9.8,-89.28,45.261,275
2.2,-91.468,44.58,178
2.1,-86.472,46.49,149
8.6,-96.831,47.279,140
5.2,-96.887,48.707,158
3.7,-96.561,47.088,208
12.7,-96.788,47.269,208
2.1,-96.755,48.451,158
3.4,-96.087,47.2,208
5,-96.109,46.854,137
1.8,-96.418,47.573,138
2.3,-96.446,46.167,139
3.9,-96.167,48.676,97
3.6,-96.548,47.228,208
5.2,-96.389,46.653,137
26,-96.023,46.429,240
6.2,-96.653,45.444,249
7,-96.133,46.964,137
10,-96.754,47.541,138
3.6,-96.617,46.803,137
8.8,-96.412,46.916,137
3.3,-96.789,48.368,158
3.7,-96.713,46.495,28
14.4,-97.037,48.239,99
2.4,-96.375,48.945,155
7.8,-97.064,48.358,99
4.5,-96.386,48.545,158
9.5,-97.175,48.992,158
5.3,-96.55,45.926,139
9.5,-96.704,47.964,17
1.8,-96.7,48.725,158
2.7,-96.45,47.357,140
1.8,-96.405,47.148,208
2.8,-96.086,48.803,155
5.1,-96.551,46.683,137
5.2,-96.155,47.528,138
11.4,-96.788,47.599,138
2.9,-96.5,47.057,208
3.7,-96.157,47.82,166
4,-96.852,48.707,158
1.8,-96.157,48.312,107
7.5,-97.041,48.341,99
5,-96.57,47.237,208
3.3,-96.18,47.973,185
9.5,-96.208,46.369,240
9.6,-96.864,48.465,158
